goals_scored,season,element_type,assists,team,influence,goals_conceded,clean_sheets,bps,round,expected_goal_involvements,expected_goals,player_id,bonus,opponent_team,minutes,expected_goals_conceded,creativity,threat,expected_assists,total_points,player_name,ict_index,fdr_attack,fdr_defense,is_home
0,2021-22,1.0,0,Southampton,18.0,2,0,12,3,,,334,0,14,90,,0.0,0.0,,1,Alex McCarthy,1.8,3.0,3.0,1
0,2021-22,1.0,0,Brighton,0.0,0,0,0,3,,,54,0,8,0,,0.0,0.0,,0,Jason Steele,0.0,3.0,3.0,1
0,2021-22,1.0,0,Crystal Palace,21.2,2,0,18,3,,,146,0,19,90,,0.0,0.0,,1,Vicente Guaita,2.1,3.0,3.0,1
0,2021-22,1.0,0,Norwich,0.0,0,0,0,3,,,313,0,9,0,,0.0,0.0,,0,Michael McGovern,0.0,3.0,3.0,1
0,2021-22,1.0,0,Watford,42.8,1,0,24,3,,,389,0,17,90,,0.0,0.0,,4,Daniel Bachmann,4.3,3.0,3.0,1
0,2021-22,1.0,0,Brighton,0.0,0,0,0,3,,,476,0,8,0,,0.0,0.0,,0,Kjell Scherpen,0.0,3.0,3.0,1
0,2021-22,1.0,0,Norwich,0.0,0,0,0,3,,,448,0,9,0,,0.0,0.0,,0,Angus Gunn,0.0,3.0,3.0,1
0,2021-22,1.0,0,Spurs,18.0,0,1,23,3,,,353,0,18,90,,0.0,0.0,,6,Hugo Lloris,1.8,3.0,3.0,1
0,2021-22,1.0,0,Leeds,25.4,1,0,15,3,,,199,0,5,90,,0.0,0.0,,2,Illan Meslier,2.5,3.0,3.0,1
0,2021-22,1.0,0,Leeds,0.0,0,0,0,3,,,183,0,5,0,,0.0,0.0,,0,Francisco Casilla Cortés,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,0.0,0,0,0,3,,,94,0,2,0,,0.0,0.0,,0,Patrik Gunnarsson,0.0,3.0,3.0,1
0,2021-22,1.0,0,Brentford,42.4,1,0,21,3,,,80,0,2,90,,0.0,0.0,,3,David Raya Martin,4.2,3.0,3.0,1
0,2021-22,1.0,0,Burnley,11.8,1,0,10,3,,,112,0,10,90,,0.0,0.0,,2,Nick Pope,1.2,3.0,3.0,1
0,2021-22,1.0,0,Leeds,0.0,0,0,0,3,,,490,0,5,0,,0.0,0.0,,0,Kristoffer Klaesson,0.0,3.0,3.0,1
0,2021-22,1.0,0,Burnley,0.0,0,0,0,3,,,117,0,10,0,,0.0,0.0,,0,Bailey Peacock-Farrell,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man Utd,0.0,0,0,0,3,,,509,0,20,0,,0.0,0.0,,0,Tom Heaton,0.0,3.0,3.0,1
0,2021-22,1.0,0,Spurs,0.0,0,0,0,3,,,486,0,18,0,,0.0,0.0,,0,Pierluigi Gollini,0.0,3.0,3.0,1
0,2021-22,1.0,0,Burnley,0.0,0,0,0,3,,,480,0,10,0,,0.0,0.0,,0,Wayne Hennessey,0.0,3.0,3.0,1
0,2021-22,1.0,0,Man Utd,35.4,0,1,29,3,,,270,0,20,90,,0.0,0.0,,7,David de Gea,3.5,3.0,3.0,1
0,2021-22,1.0,0,Wolves,0.0,0,0,0,3,,,444,0,13,0,,0.0,0.0,,0,Andreas Söndergaard,0.0,3.0,3.0,1
